suid,capturetime,headline,all_topics,all_people,flagged_people_ids,flagged_people_keys,score,relevant,autolabeler_id
MM2KIT1A1I4I,2013-04-30T13:08:53.365+00:00,*POSEN: OBAMA WOULD LIKELY APPOINT SOMEONE HE KNOWS TO LEAD FED,BGOVBILLGO;BIZNEWS;BNK;BONDWIRES;BUSINESS;CECO;CEN;COS;DRV;ECO;EQUITYKEY;EXE;FED;FIN;FINMIN;FINNEWS;FLASHG7;FRX;FXKEY;G7ECOS;GLOBALMACR;GOV;GOVMISC;HEADS;INF;LABOR;MARKETS;MGMTCHG;MSCINAMER;MSCIWORLD;NORTHAM;RIF;SRCRANK1;TRE;US;USECO;USGOV;AGRKEY;BGOVCODES;CMDKEY;CREDITKEY;DEBTKEY;ECOINDIC;ECOSTAT;ESG;ESGCOUNT;ESGLABOR;ESGRES;ESGSOC;FIALL;FIASST;G10MEMB;G7MEMB;G8;GEN;INDUSTRIES;METALKEY;MISC;NRGKEY;POLIRISK;RATESKEY;SPREGIONS;WNEWS;WORLD,3083722;3296948,3296948,obama,-9999,0,25b50c5ff97a4e9693d80ce4891cdedc
MNO2X21A1I4L,2013-05-31T14:29:26.376+00:00,*OBAMA URGING CONGRESS TO KEEP STUDENT INTEREST RATES LOW,AZ;BGOVBILLGO;BIZNEWS;BONDWIRES;BUSINESS;CA;CNG;COS;CPNYCNT1;EDU;EQUITYKEY;EXE;FIN;FINNEWS;GOV;HEADS;IL;IN;LOANS;MARKETS;MSCINAMER;MSCIWORLD;NORTHAM;SLABS;SMALLCAP;SRCRANK1;STK;US;USGOV;USMA;USMW;USSE;USSW;USWE;VA;ABS;BGOVCODES;BON;FIALL;FIASST;G10MEMB;G7MEMB;GEN;INDUSTRIES;MISC;PADD1;PADD2;PADD5;PADDIST;POLIRISK;SPREGIONS;STRFIN;WORLD,3104699;3296948,3296948,obama,-9999,0,bf4d71a07f2443b2a0670646935ad513
MOKA0W0WGOI9,2013-06-18T03:00:00.388+00:00,*OBAMA SAYS BERNANKE HAS REMAINED AT FED `LONGER THAN HE WANTED',ALLHOT;BB;BGOVBILLGO;BIZNEWS;BNK;BONDWIRES;BRNEWS;BUSINESS;CECO;CEN;CMDGLOMAC;COS;DRV;ECO;EQUITYKEY;FED;FEDSPEAK;FEDSPKHEAD;FIN;FINMIN;FINNEWS;FLASHG7;FRX;FXKEY;G7ECOS;GLOBALMACR;GOV;GOVMISC;HEADS;HOT;INF;LABOR;MAJOR;MARKETS;MSCINAMER;MSCIWORLD;MTGEKEY;NORTHAM;RIF;RUNEWS;SRCRANK1;TIMECO;TIMENI;TOP;TRE;US;USECO;USGOV;AGRKEY;BGOVCODES;CMDKEY;CREDITKEY;DEBTKEY;ECOINDIC;ECOSTAT;ESG;ESGCOUNT;ESGLABOR;ESGRES;ESGSOC;FIALL;FIASST;G10MEMB;G7MEMB;G8;GEN;INDUSTRIES;METALKEY;MISC;NRGKEY;PLCY;POLIRISK;RATESKEY;SPREGIONS;WORLD,1867829;3083722;3296948;4401954,3296948,obama,-9999,0,3b5c673aca5e467abc9fb87d5516d7a3
MP8DPH1A1I4I,2013-07-01T00:08:05.880+00:00,*LEW DECLINES TO COMMENT ABOUT BERNANKE SUCCESSION AT FED,BGOVBILLGO;BIZNEWS;BNK;BON;BONDWIRES;BUSINESS;CECO;CEN;CO;COS;ECO;EQUITYKEY;FED;FIN;FINMIN;FINNEWS;FLASHG7;FRX;FXKEY;G7ECOS;GBN;GLOBALMACR;GOV;GOVMISC;HEADS;MARKETS;MMK;MSCINAMER;MSCIWORLD;NORTHAM;RIF;SRCRANK1;TRE;US;USECO;USGOV;USWE;AGRKEY;BGOVCODES;CMDGLOMAC;CMDKEY;CREDITKEY;DEBTKEY;FIALL;FIASST;G10MEMB;G7MEMB;G8;GEN;INDUSTRIES;METALKEY;MISC;NRGKEY;PADD4;PADDIST;POLIRISK;RATESKEY;SPREGIONS;WORLD,1727373;1867829;4401954,1727373,lew,0,1,6b6b059dbcd0483395bf623b8e465aa2
MPRZ480PLGK6,2013-07-11T14:30:00.169+00:00,*FED'S DUKE SUBMITS LETTER OF RESIGNATION TO PRESIDENT OBAMA,BGOVBILLGO;BIZNEWS;BNK;BONDWIRES;BUSINESS;CECO;CEN;COS;DRV;ECO;EQUITYKEY;ESGRES;EXE;FED;FIN;FINMIN;FINNEWS;FLASHG7;FRX;FXKEY;G7ECOS;GLOBALMACR;GOV;GOVMISC;HEADS;INF;LABOR;MARKETS;MSCINAMER;MSCIWORLD;NORTHAM;RIF;SRCRANK1;TRE;US;USECO;USGOV;AGRKEY;BGOVCODES;CMDGLOMAC;CMDKEY;CREDITKEY;DEBTKEY;ECOINDIC;ECOSTAT;ESG;ESGCOUNT;ESGLABOR;ESGSOC;FIALL;FIASST;G10MEMB;G7MEMB;G8;GEN;INDUSTRIES;METALKEY;MISC;NRGKEY;POLIRISK;RATESKEY;RUNEWS;SPREGIONS;WORLD,15249489;17329117;3083722;3296948,3296948,obama,-9999,0,7e17d388505c42c0962b0ec2b3451660
MPS0AM6S972R,2013-07-11T14:30:22.733+00:00,*FEDâ€™S DUKE SUBMITS LETTER OF RESIGNATION TO PRESIDENT OBAMA,BFWCRDUS;BFWCRED;BFWFX;BFWRATE;BFWRTUS;BFWUS;BGOVBILLGO;BIZNEWS;BNK;BONDWIRES;BUSINESS;CECO;CEN;COS;DRV;ECO;ECOBFW;EQUITYKEY;ESGRES;EXE;FED;FIN;FINMIN;FINNEWS;FLASHG7;FRX;FXKEY;G7ECOS;GLOBALMACR;GOV;GOVMISC;HEADS;INF;LABOR;MARKETS;MSCINAMER;MSCIWORLD;NORTHAM;SRCRANK1;TOPBFW;TRE;US;USECO;USGOV;AGRKEY;BGOVCODES;CMDGLOMAC;CMDKEY;CREDITKEY;DEBTKEY;ECOINDIC;ECOSTAT;ESG;ESGCOUNT;ESGLABOR;ESGSOC;FIALL;FIASST;FIRSTWORD;G10MEMB;G7MEMB;G8;GEN;INDUSTRIES;METALKEY;MISC;NRGKEY;POLIRISK;RATESKEY;SPREGIONS;WORLD,15249489;1730552;3296948,3296948,obama,-9999,0,72e3d929eb7a46bf92c078692719a84b
MPZII11A1I4S,2013-07-15T15:46:49.536+00:00,*OBAMA ESTABLISHES HIV CARE CONTINUUM TO COORDINATE FED. EFFORTS,AIDS;BGOVBILLGO;BIZNEWS;BONDWIRES;BUSINESS;COS;DRG;EXE;FINNEWS;GOV;HEA;HEADS;MSCINAMER;MSCIWORLD;NORTHAM;RIF;SRCRANK1;US;USGOV;BGOVCODES;G10MEMB;G7MEMB;GEN;GENHEA;ILLNESS;IMMUNILL;INDUSTRIES;INFECT;MISC;POLIRISK;SPREGIONS;VIRALILL;WORLD,1711796;3296948,3296948,obama,-9999,0,ece7c84793374b72a148b2723e5a4cbf
MQIM6O1A1I4K,2013-07-25T23:20:48.760+00:00,*OBAMA HASN'T NOMINATED NEXT FED CHAIRMAN,BB;BGOVBILLGO;BIZNEWS;BONDWIRES;BUSINESS;CECO;CEN;CNG;ECO;EQUITYKEY;ESGRES;EXE;FED;FINMIN;FINNEWS;FLASHG7;G7ECOS;GLOBALMACR;GOV;GOVMISC;HEADS;MSCINAMER;MSCIWORLD;NORTHAM;SRCRANK1;TIMECO;TOP;TRE;US;USECO;USGOV;AGRKEY;BGOVCODES;CMDGLOMAC;CMDKEY;CREDITKEY;DEBTKEY;FIALL;FIASST;FXKEY;G10MEMB;G7MEMB;G8;GEN;METALKEY;MISC;NRGKEY;POLIRISK;RATESKEY;RUNEWS;SPREGIONS;WORLD,1442491;17009230;3296948,3296948,obama,-9999,0,bb2450dab61b431db1c092bbfb727ad5
MQJUAD1A1I4I,2013-07-26T15:13:25.246+00:00,*OBAMA SAID NOT READY TO DECIDE ON FED CHIEF FOR SEVERAL WEEKS,BGOVBILLGO;BIZNEWS;BON;BONDWIRES;BUSINESS;CECO;CEN;CNG;ECO;EQUITYKEY;EXE;FED;FINMIN;FINNEWS;FLASHG7;G7ECOS;GLOBALMACR;GOV;GOVMISC;HEADS;MARKETS;MSCINAMER;MSCIWORLD;NORTHAM;RIF;SRCRANK1;TRE;US;USECO;USGOV;AGRKEY;BGOVCODES;CMDGLOMAC;CMDKEY;CREDITKEY;DEBTKEY;FIALL;FIASST;FXKEY;G10MEMB;G7MEMB;G8;GEN;METALKEY;MISC;NRGKEY;POLIRISK;RATESKEY;RUNEWS;SPREGIONS;WORLD,3296948;3580031,3296948,obama,-9999,0,8cc4e30f318e43609b285766e6d77a29
MQT04N0YHQ19,2013-07-31T13:57:59.932+00:00,"*OBAMA `HAS NOT MADE A DECISION' ON FED CHAIR, AIDE SAYS",BGOVBILLGO;BIZNEWS;BON;BONDWIRES;BUSINESS;CECO;CEN;ECO;EQUITYKEY;EXE;FED;FINNEWS;FLASHG7;G7ECOS;GLOBALMACR;GOV;GOVMISC;HEADS;MARKETS;MSCINAMER;MSCIWORLD;NORTHAM;RIF;SRCRANK1;US;USECO;USGOV;AGRKEY;BGOVCODES;CMDGLOMAC;CMDKEY;CREDITKEY;DEBTKEY;FIALL;FIASST;FXKEY;G10MEMB;G7MEMB;G8;GEN;METALKEY;MISC;NRGKEY;POLIRISK;RATESKEY;RUNEWS;SPREGIONS;WORLD,2085657;3296948;5820887,3296948,obama,-9999,0,79dd0f635ca440cb9583196c5de04a5c
MQT3V50YHQ0Y,2013-07-31T15:18:41.175+00:00,"*OBAMA SAYS NO DECISION ON FED CHAIRMAN, REP. BRAD SHERMAN SAYS",BGOVBILLGO;BIZNEWS;BONDWIRES;BUSINESS;CECO;CEN;CNG;ECO;EQUITYKEY;EXE;FED;FINNEWS;FLASHG7;G7ECOS;GLOBALMACR;GOV;GOVMISC;HEADS;MSCINAMER;MSCIWORLD;NORTHAM;RIF;SRCRANK1;US;USECO;USGOV;AGRKEY;BGOVCODES;CMDGLOMAC;CMDKEY;CREDITKEY;DEBTKEY;FIALL;FIASST;FXKEY;G10MEMB;G7MEMB;G8;GEN;METALKEY;MISC;NRGKEY;POLIRISK;RATESKEY;RUNEWS;SPREGIONS;WORLD,13387191;1442491;1493503;1711796;3296948,3296948,obama,-9999,0,202ae14354234c988e060e724c9362bf
MQT5BI0YHQ18,2013-07-31T15:50:06.777+00:00,*HIMES SAYS OBAMA TOLD DEMOCRATS HASN'T STARTED PROCESS ON FED,BGOVBILLGO;BIZNEWS;BONDWIRES;BUSINESS;CECO;CEN;CNG;ECO;EQUITYKEY;EXE;FED;FINNEWS;FLASHG7;G7ECOS;GLOBALMACR;GOV;GOVMISC;HEADS;MSCINAMER;MSCIWORLD;NORTHAM;POL;RIF;SRCRANK1;US;USECO;USGOV;AGRKEY;BGOVCODES;CMDGLOMAC;CMDKEY;CREDITKEY;DEBTKEY;FIALL;FIASST;FXKEY;G10MEMB;G7MEMB;G8;GEN;METALKEY;MISC;NRGKEY;POLIRISK;RATESKEY;RUNEWS;SPREGIONS;WORLD,1493503;15153045;3296948;5820887,3296948,obama,-9999,0,015bc2baf77a42f18f97697959ac41fb
MQT86A0YHQ0Y,2013-07-31T16:51:46.283+00:00,*REID SAYS OBAMA SAID HE HAS A LONG LIST OF CANDIDATES FOR FED,BGOVBILLGO;BIZNEWS;BONDWIRES;BUSINESS;CECO;CEN;CNG;ECO;EQUITYKEY;EXE;FED;FINNEWS;FLASHG7;G7ECOS;GLOBALMACR;GOV;GOVMISC;HEADS;MSCINAMER;MSCIWORLD;NORTHAM;SRCRANK1;US;USECO;USGOV;AGRKEY;BGOVCODES;CMDGLOMAC;CMDKEY;CREDITKEY;DEBTKEY;FIALL;FIASST;FXKEY;G10MEMB;G7MEMB;G8;GEN;METALKEY;MISC;NRGKEY;POLIRISK;RATESKEY;RUNEWS;SPREGIONS;WORLD,13386999;1711796;3296948,3296948,obama,-9999,0,b1cd2fd5d1094f70b9bfb55b79a4b69a
MQT88S0YHQ16,2013-07-31T16:53:16.307+00:00,*OBAMA SAYS VERY LITTLE DIFFERENCE AMONG FED CANDIDATES: REID,BGOVBILLGO;BIZNEWS;BONDWIRES;BUSINESS;CECO;CEN;CNG;ECO;EQUITYKEY;EXE;FED;FINNEWS;FLASHG7;G7ECOS;GLOBALMACR;GOV;GOVMISC;HEADS;MSCINAMER;MSCIWORLD;NORTHAM;SRCRANK1;US;USECO;USGOV;AGRKEY;BGOVCODES;CMDGLOMAC;CMDKEY;CREDITKEY;DEBTKEY;FIALL;FIASST;FXKEY;G10MEMB;G7MEMB;G8;GEN;METALKEY;MISC;NRGKEY;POLIRISK;RATESKEY;RUNEWS;SPREGIONS;WORLD,13386999;1711796;3296948,3296948,obama,-9999,0,ac54d80468854ddeb16edc325fa65f25
MQT8AY0YHQ0Z,2013-07-31T16:54:35.097+00:00,*REID: DEMOCRATIC CAUCUS WILL SUPPORT OBAMA'S EVENTUAL FED PICK,BGOVBILLGO;BIZNEWS;BONDWIRES;BUSINESS;CECO;CEN;CNG;ECO;ELECT;EQUITYKEY;EXE;FED;FINNEWS;FLASHG7;G7ECOS;GLOBALMACR;GOV;GOVMISC;HEADS;MSCINAMER;MSCIWORLD;NORTHAM;SRCRANK1;US;USECO;USGOV;AGRKEY;BGOVCODES;CMDGLOMAC;CMDKEY;CREDITKEY;DEBTKEY;FIALL;FIASST;FXKEY;G10MEMB;G7MEMB;G8;GEN;METALKEY;MISC;NRGKEY;POL;POLIRISK;RATESKEY;RUNEWS;SPREGIONS;WORLD,13386999;1493503;1711796;3296948,3296948,obama,-9999,0,ef5a7ccb09d94ff5a30565581aaf8468
MQT8XY0YHQ0Y,2013-07-31T17:08:22.998+00:00,*CARNEY SAYS OBAMA WON'T MAKE A DECISION ON FED BEFORE THE FALL,BGOVBILLGO;BIZNEWS;BONDWIRES;BUSINESS;CECO;CEN;CNG;ECO;EQUITYKEY;EXE;FED;FINNEWS;FLASHG7;G7ECOS;GLOBALMACR;GOV;GOVMISC;HEADS;MSCINAMER;MSCIWORLD;NORTHAM;SRCRANK1;US;USECO;USGOV;AGRKEY;BGOVCODES;CMDGLOMAC;CMDKEY;CREDITKEY;DEBTKEY;FIALL;FIASST;FXKEY;G10MEMB;G7MEMB;G8;GEN;METALKEY;MISC;NRGKEY;POLIRISK;RATESKEY;RUNEWS;SPREGIONS;WORLD,1493503;16315032;1711796;3296948,3296948,obama,-9999,0,da512c89aad249c0b78c98647e356a49
MQT9J00YHQ11,2013-07-31T17:21:00.262+00:00,*OBAMA SAID TO PICK FED'S RASKIN FOR DEPUTY TREASURY JOB,ANON;BGOVBILLGO;BIZNEWS;BONDWIRES;BUSINESS;CECO;CEN;ECO;EQUITYKEY;EXE;FED;FEDSPEAK;FEDSPKHEAD;FINMIN;FINNEWS;FLASHG7;G7ECOS;GLOBALMACR;GOV;GOVMISC;HEADS;MSCINAMER;MSCIWORLD;NORTHAM;RIF;RUNEWS;SRCRANK1;TRE;US;USECO;USGOV;AGRKEY;BGOVCODES;CMDGLOMAC;CMDKEY;CREDITKEY;DEBTKEY;FIALL;FIASST;FXKEY;G10MEMB;G7MEMB;G8;GEN;METALKEY;MISC;NRGKEY;PLCY;POLIRISK;RATESKEY;SPREGIONS;WORLD,16678765;3296948;5820887,3296948,obama,-9999,0,919caa0debda4396bdacab4ba0338d63
MQTC4R0YHQ0Y,2013-07-31T18:17:15.533+00:00,*OBAMA SAID TO MENTION DONALD KOHN AS POSSIBLE FED CHIEF NOMINEE,ANON;BGOVBILLGO;BIZNEWS;BONDWIRES;BUSINESS;CECO;CEN;CNG;COS;ECO;EQUITYKEY;EXE;FED;FEDSPEAK;FEDSPKHEAD;FIN;FINNEWS;FLASHG7;G7ECOS;GEN;GLOBALMACR;GOV;GOVMISC;HEADS;MSCINAMER;MSCIWORLD;NORTHAM;POL;RATESKEY;RIF;RUNEWS;SRCRANK1;US;USECO;USGOV;AGRKEY;BGOVCODES;CMDGLOMAC;CMDKEY;CREDITKEY;DEBTKEY;FIALL;FIASST;FXKEY;G10MEMB;G7MEMB;G8;INDUSTRIES;METALKEY;MISC;NRGKEY;PLCY;POLIRISK;SPREGIONS;WORLD,2083265;3296948;4094031,3296948,obama,-9999,0,2fceacb2879540d8aadec4607147b1f9
MQTF1N0YHQ0Y,2013-07-31T19:20:11.237+00:00,*GROUP OF HOUSE DEMOCRATS URGE OBAMA TO PICK YELLEN FOR FED JOB,BGOVBILLGO;BIZNEWS;BONDWIRES;BUSINESS;CECO;CEN;COS;ECO;ELECT;EQUITYKEY;EXE;FED;FEDSPEAK;FEDSPKHEAD;FIN;FINMIN;FINNEWS;FLASHG7;G7ECOS;GEN;GLOBALMACR;GOV;GOVMISC;HEADS;MSCINAMER;MSCIWORLD;NORTHAM;POL;RATESKEY;RIF;RUNEWS;SRCRANK1;TRE;US;USECO;USGOV;AGRKEY;BGOVCODES;CMDGLOMAC;CMDKEY;CREDITKEY;DEBTKEY;FIALL;FIASST;FXKEY;G10MEMB;G7MEMB;G8;INDUSTRIES;METALKEY;MISC;NRGKEY;PLCY;POLIRISK;SPREGIONS;WORLD,3296948;4094031,3296948,obama,-9999,0,624e8044fdfa4ea6b4b0fd5dfa690c21
MQTF2A0YHQ0Z,2013-07-31T19:20:34.941+00:00,*THIRTY-SEVEN HOUSE DEMOCRATS SEND LETTER TO OBAMA ON FED PICK,BGOVBILLGO;BIZNEWS;BONDWIRES;BUSINESS;CECO;CEN;COS;ECO;ELECT;EQUITYKEY;EXE;FED;FIN;FINMIN;FINNEWS;FLASHG7;G7ECOS;GEN;GLOBALMACR;GOV;GOVMISC;HEADS;MSCINAMER;MSCIWORLD;NORTHAM;POL;RATESKEY;RIF;SRCRANK1;TRE;US;USECO;USGOV;AGRKEY;BGOVCODES;CMDGLOMAC;CMDKEY;CREDITKEY;DEBTKEY;FIALL;FIASST;FXKEY;G10MEMB;G7MEMB;G8;INDUSTRIES;METALKEY;MISC;NRGKEY;POLIRISK;RUNEWS;SPREGIONS;WORLD,3296948;4094031,3296948,obama,-9999,0,ea58dcb91b634d21a7d9628aa5f7ce0f
MQX4UM1A1I4K,2013-08-02T19:30:22.942+00:00,*GEITHNER SAID TO ADVISE OBAMA ON CHOICE FOR NEXT FED CHAIRMAN,ANON;BGOVBILLGO;BIZNEWS;BONDWIRES;BUSINESS;CECO;CEN;ECO;EQUITYKEY;EXE;FED;FEDSPEAK;FEDSPKHEAD;FINMIN;FINNEWS;FLASHG7;G7ECOS;GLOBALMACR;GOV;GOVMISC;HEADS;MSCINAMER;MSCIWORLD;NORTHAM;RIF;SRCRANK1;TRE;US;USECO;USGOV;AGRKEY;BGOVCODES;CMDGLOMAC;CMDKEY;CREDITKEY;DEBTKEY;FIALL;FIASST;FXKEY;G10MEMB;G7MEMB;G8;GEN;METALKEY;MISC;NRGKEY;PLCY;POLIRISK;RATESKEY;RUNEWS;SPREGIONS;WORLD,1645812;3296948;5820887,3296948,obama,-9999,0,a1023671348b407e899047aa16a619c1
MR67M31A1I4I,2013-08-07T17:08:27.248+00:00,*OBAMA SAYS FED POLICY ON INTEREST RATES HELPING HOUSING MARKET,ACC;BGOVBILLGO;BIZNEWS;BNK;BON;BONDWIRES;BUSINESS;CBRATES;CECO;CEN;COS;CPNYCNT1;ECO;ECOFI;EQUITYKEY;EXE;FED;FIN;FINNEWS;FLASHG7;G7ECOS;GLOBALMACR;GOV;GOVMISC;HEADS;HOM;HSNG;LOANS;MARKETS;MONETARY;MOR;MSCINAMER;MSCIWORLD;MTGEKEY;NORTHAM;REL;RESREL;RIF;SRCRANK1;SVC;US;USECO;USGOV;AGRKEY;BGOVCODES;CMDGLOMAC;CMDKEY;CREDITKEY;DEBTKEY;FIALL;FIASST;FXKEY;G10MEMB;G7MEMB;G8;GEN;INDUSTRIES;METALKEY;MISC;NRGKEY;POLIRISK;RATESKEY;RUNEWS;SPREGIONS;WORLD,3296948;3580031,3296948,obama,1,1,11876ff7a14641a9a6d8327d98793af7
MRA3FB1A1I4I,2013-08-09T19:28:23.269+00:00,*OBAMA SAYS FED CHAIRMAN DECISION ONE OF MOST IMPORTANT HE HAS,BGOVBILLGO;BIZNEWS;BONDWIRES;BUSINESS;CECO;CEN;CNG;ECO;EQUITYKEY;EXE;FED;FINNEWS;FLASHG7;G7ECOS;GLOBALMACR;GOV;GOVMISC;HEADS;MSCINAMER;MSCIWORLD;NORTHAM;RIF;SRCRANK1;US;USECO;USGOV;AGRKEY;BGOVCODES;CMDGLOMAC;CMDKEY;CREDITKEY;DEBTKEY;FIALL;FIASST;FXKEY;G10MEMB;G7MEMB;G8;GEN;METALKEY;MISC;NRGKEY;OILKEY;POLIRISK;RATESKEY;RUNEWS;SPREGIONS;WORLD,1442491;1493503;1711796;3296948,3296948,obama,-9999,0,afc403b4ad3f4a038d92e2bcbc05bd45
MRA3FW1A1I4M,2013-08-09T19:28:44.931+00:00,*OBAMA SAYS HE HAS A `RANGE OF OUTSTANDING CANDIDATES' FOR FED,BGOVBILLGO;BIZNEWS;BONDWIRES;BUSINESS;CECO;CEN;CNG;ECO;EQUITYKEY;EXE;FED;FINNEWS;FLASHG7;G7ECOS;GLOBALMACR;GOV;GOVMISC;HEADS;MSCINAMER;MSCIWORLD;NORTHAM;RIF;SRCRANK1;US;USECO;USGOV;AGRKEY;BGOVCODES;CMDGLOMAC;CMDKEY;CREDITKEY;DEBTKEY;FIALL;FIASST;FXKEY;G10MEMB;G7MEMB;G8;GEN;METALKEY;MISC;NRGKEY;OILKEY;POLIRISK;RATESKEY;RUNEWS;SPREGIONS;WORLD,1442491;1493503;1711796;3296948,3296948,obama,-9999,0,1157ce93772f4c9695a7e3d9f0476d02
MRA3G91A1I4I,2013-08-09T19:28:57.856+00:00,*OBAMA SAYS SUMMERS AND YELLEN ARE TWO OF CANDIDATES FOR FED,BGOVBILLGO;BIZNEWS;BONDWIRES;BUSINESS;CECO;CEN;CNG;ECO;EQUITYKEY;EXE;FED;FEDSPEAK;FEDSPKHEAD;FINNEWS;FLASHG7;G7ECOS;GLOBALMACR;GOV;GOVMISC;HEADS;MSCINAMER;MSCIWORLD;NORTHAM;RIF;RUNEWS;SRCRANK1;US;USECO;USGOV;AGRKEY;BGOVCODES;CMDGLOMAC;CMDKEY;CREDITKEY;DEBTKEY;FIALL;FIASST;FXKEY;G10MEMB;G7MEMB;G8;GEN;METALKEY;MISC;NRGKEY;OILKEY;PLCY;POLIRISK;RATESKEY;SPREGIONS;WORLD,1442491;1493503;1711796;3296948,3296948,obama,-9999,0,051d99d42a4f4a5a9f67e1c95f447b7a
MRA3KE1A1I4J,2013-08-09T19:31:26.688+00:00,"*OBAMA: FED CHAIR NEEDS TO KEEP EYE ON INFLATION, PROMOTE GROWTH",BGOVBILLGO;BIZNEWS;BONDWIRES;BUSINESS;CECO;CEN;CNG;ECO;ECOFI;EQUITYKEY;ESGRES;EXE;FED;FINNEWS;FLASHG7;G7ECOS;GLOBALMACR;GOV;GOVMISC;HEADS;INF;MSCINAMER;MSCIWORLD;NORTHAM;RIF;SRCRANK1;US;USECO;USGOV;AGRKEY;BGOVCODES;CMDGLOMAC;CMDKEY;CREDITKEY;DEBTKEY;ECOINDIC;ECOSTAT;FIALL;FIASST;FXKEY;G10MEMB;G7MEMB;G8;GEN;METALKEY;MISC;NRGKEY;OILKEY;POLIRISK;RATESKEY;RUNEWS;SPREGIONS;WORLD,1442491;1493503;1711796;3296948,3296948,obama,1,1,b4d3572425c84a21be9bad8e544cdf7c
MRA3KO1A1I4L,2013-08-09T19:31:36.979+00:00,*OBAMA SAYS FED CHAIR NEEDS TO FOCUS ON REDUCING UNEMPLOYMENT,BGOVBILLGO;BIZNEWS;BONDWIRES;BUSINESS;CECO;CEN;CNG;ECO;EQUITYKEY;EXE;FED;FINNEWS;FLASHG7;G7ECOS;GLOBALMACR;GOV;GOVMISC;HEADS;MSCINAMER;MSCIWORLD;NORTHAM;RIF;SRCRANK1;US;USECO;USGOV;AGRKEY;BGOVCODES;CMDGLOMAC;CMDKEY;CREDITKEY;DEBTKEY;FIALL;FIASST;FXKEY;G10MEMB;G7MEMB;G8;GEN;METALKEY;MISC;NRGKEY;OILKEY;POLIRISK;RATESKEY;RUNEWS;SPREGIONS;WORLD,1442491;1493503;1711796;3296948,3296948,obama,1,1,b343aee376db4b67aad089c562b79013
MRA3LB1A1I4I,2013-08-09T19:31:59.448+00:00,*OBAMA: HE HAS A COUPLE OTHER HIGHLY QUALIFIED FED CANDIDATES,BGOVBILLGO;BIZNEWS;BONDWIRES;BUSINESS;CECO;CEN;CNG;ECO;EQUITYKEY;EXE;FED;FINNEWS;FLASHG7;G7ECOS;GLOBALMACR;GOV;GOVMISC;HEADS;MSCINAMER;MSCIWORLD;NORTHAM;RIF;SRCRANK1;US;USECO;USGOV;AGRKEY;BGOVCODES;CMDGLOMAC;CMDKEY;CREDITKEY;DEBTKEY;FIALL;FIASST;FXKEY;G10MEMB;G7MEMB;G8;GEN;METALKEY;MISC;NRGKEY;OILKEY;POLIRISK;RATESKEY;RUNEWS;SPREGIONS;WORLD,1442491;1493503;1711796;3296948,3296948,obama,-9999,0,f17c9519e0404c4a97ea6ef8d42a63ac
MRA3LN1A1I4I,2013-08-09T19:32:11.258+00:00,*OBAMA SAYS DECISION ON FED WILL COME IN THE FALL,BGOVBILLGO;BIZNEWS;BONDWIRES;BUSINESS;CECO;CEN;CNG;ECO;EQUITYKEY;EXE;FED;FINNEWS;FLASHG7;G7ECOS;GLOBALMACR;GOV;GOVMISC;HEADS;MSCINAMER;MSCIWORLD;NORTHAM;RIF;SRCRANK1;US;USECO;USGOV;AGRKEY;BGOVCODES;CMDGLOMAC;CMDKEY;CREDITKEY;DEBTKEY;FIALL;FIASST;FXKEY;G10MEMB;G7MEMB;G8;GEN;METALKEY;MISC;NRGKEY;OILKEY;POLIRISK;RATESKEY;RUNEWS;SPREGIONS;WORLD,1442491;1493503;1711796;3296948,3296948,obama,-9999,0,85e712171c8d437d8e6873f4408963cf
MRJ8QV1A1I4I,2013-08-14T18:01:44.006+00:00,*BULLARD: OBAMA CONSIDERING HIGHLY QUALIFIED PEOPLE TO LEAD FED,BGOVBILLGO;BIZNEWS;BNK;BONDWIRES;BUSINESS;CECO;CEN;COS;DRV;ECO;EQUITYKEY;FED;FIN;FINMIN;FINNEWS;FLASHG7;FRX;FXKEY;G7ECOS;GLOBALMACR;GOV;GOVMISC;HEADS;INF;LABOR;MARKETS;MSCINAMER;MSCIWORLD;NORTHAM;RIF;SRCRANK1;TRE;US;USECO;USGOV;AGRKEY;BGOVCODES;CMDGLOMAC;CMDKEY;CREDITKEY;DEBTKEY;ECOINDIC;ECOSTAT;ESG;ESGCOUNT;ESGLABOR;ESGRES;ESGSOC;FIALL;FIASST;G10MEMB;G7MEMB;G8;GEN;INDUSTRIES;METALKEY;MISC;NRGKEY;OILKEY;POLIRISK;RATESKEY;RUNEWS;SPREGIONS;WORLD,3083722;3296948,3296948,obama,-9999,0,5fa25a4b4b0d44159fa7eff8025d3806
MRZANK1A1I4I,2013-08-23T10:04:32.943+00:00,*OBAMA SAYS STUDENT INTEREST RATES 'NEED TO STAY LOW',BGOVBILLGO;BIZNEWS;BONDWIRES;EXE;GLOBALMACR;GOV;HEADS;MSCINAMER;MSCIWORLD;NORTHAM;RIF;SRCRANK1;US;USGOV;BGOVCODES;CREDITKEY;DEBTKEY;FXKEY;G10MEMB;G7MEMB;GEN;MISC;POLIRISK;RATESKEY;SPREGIONS;WORLD,3296948;4183251,3296948,obama,-9999,0,0e6a2c2bd3ca423da2ba05b1bf3c8789
