Unnamed: 0.1,Unnamed: 0,index,suid,headline,timestamp_clean,relevant,sentiment_international,sentiment_economy,sentiment_financial_markets,sentiment_consumer,sentiment_housing,sentiment_labor,sentiment_inflation,hawk_dove,relevant_confidence,topic_international_confidence,topic_economy_confidence,topic_financial_markets_confidence,topic_consumer_confidence,topic_housing_confidence,topic_labor_confidence,topic_inflation_confidence,hawk_dove_confidence,_reviewed
137,137,,KWO2DS1A1I4I,"*SENATOR INHOFE TO VOTE AGAINST BERNANKE CONFIRMATION, AIDE SAYS",2010-01-22 21:01:04.644000+00:00,0,,,,,,,,,100,100,100,100,100,100,100,100,100,1
138,138,,KWO6OT1A1I4I,*SENATOR REID SAYS HE WILL VOTE FOR BERNANKE CONFIRMATION,2010-01-22 22:34:05.942000+00:00,0,,,,,,,,,100,100,100,100,100,100,100,100,100,1
139,139,444,KWJTRF1A1I4I,*FED'S DUDLEY SAYS BANKING SYSTEM STILL UNDER `STRAIN',2010-01-20 14:04:27.898000+00:00,1,,-1,-2,,,,,-1,95,100,80,90,100,100,100,100,85,1
140,140,,KWJRDW0S8Z64,"*DUDLEY SAYS BUSINESSES, HOUSEHOLDS FACE `DAUNTING CHALLENGES'",2010-01-20 13:20:00.004000+00:00,1,,-1,-1,-1,,,,-1,90,90,80,70,75,90,90,90,80,1
142,142,731,KWNQ721A1I4L,*SENATOR BAUCUS SAYS HE WILL VOTE FOR BERNANKE CONFIRMATION,2010-01-22 16:37:50.419000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
143,143,,KWNN9B1A1I4I,"*SENATOR FEINGOLD SAYS WILL VOTE AGAINST BERNANKE, CNBC SAYS",2010-01-22 15:34:23.359000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
144,144,,KWO31Q1A1I4I,*U.S. SENATOR TIM JOHNSON SAYS HE'LL VOTE FOR BERNANKE,2010-01-22 21:15:26.249000+00:00,0,,,,,,,,,100,100,100,100,100,100,100,100,100,1
145,145,,KWO24Z1A1I4I,"*SENATOR REED TO VOTE FOR CONFIRMATION OF BERNANKE, AIDE SAYS",2010-01-22 20:55:47.806000+00:00,0,,,,,,,,,100,100,100,100,100,100,100,100,100,1
146,146,,KWQ1G01A1I4I,*SENATOR DURBIN SAYS HE'LL VOTE FOR BERNANKE AS FED CHIEF,2010-01-23 22:36:00.642000+00:00,0,,,,,,,,,100,100,100,100,100,100,100,100,100,1
147,147,,KWR9EL1A1I4I,*SENATOR JOHN CORNYN OF TEXAS SAYS HE WILL VOTE AGAINST BERNANKE,2010-01-24 14:25:33.113000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
148,148,,KWR9571A1I4I,*MCCONNELL DECLINES TO SAY WHETHER HE'LL VOTE FOR BERNANKE,2010-01-24 14:19:55.568000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
149,149,1640,KWRA7U1A1I4I,*MENENDEZ SAYS BERNANKE `CONFIRMATION IS ASSURED',2010-01-24 14:43:06.379000+00:00,0,,,,,,,,,,,,,,,,,,1
150,150,1699,KWRR311A1I4I,"*REID EXPECTS BERNANKE VOTE BY END OF WEEK, AIDE SAYS",2010-01-24 20:47:25.915000+00:00,0,,,,,,,,,,,,,,,,,,1
151,151,,KWT65W1A1I4J,*SENATOR INOUYE OF HAWAII SAYS HE WILL VOTE FOR BERNANKE,2010-01-25 15:10:44.973000+00:00,0,,,,,,,,,100,100,100,100,100,100,100,100,100,1
152,152,,KWTRG61A1I4I,*ROCKEFELLER SAYS HE'LL VOTE FOR BERNANKE CONFIRMATION,2010-01-25 22:50:30.317000+00:00,0,,,,,,,,,100,100,100,100,100,100,100,100,100,1
153,153,,KWTGTG1A1I4I,"*SENATOR BYRD WILL VOTE FOR BERNANKE CONFIRMATION, AIDE SAYS",2010-01-25 19:00:52.271000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
154,154,,KWXFQ11A1I4I,*SENATOR COCHRAN SAY'S HE'LL VOTE TO CONFIRM BERNANKE,2010-01-27 22:27:37.100000+00:00,0,,,,,,,,,100,100,100,100,100,100,100,100,100,1
155,155,,KWYTB21A1I4I,"*SENATE PLANS BERNANKE PROCEDURAL VOTE AT 3:20 P.M., AIDE SAYS",2010-01-28 16:18:38.609000+00:00,0,,,,,,,,,100,100,100,100,100,100,100,100,100,1
158,158,296,KWZ1HY1A1I4J,"*SENATOR CONRAD SAYS BERNANKE `TOOK CHARGE,' AVERTING COLLAPSE",2010-01-28 19:15:34.527000+00:00,0,,,,,,,,,85,100,100,100,100,100,100,100,100,1
159,159,393,KWZ0F61A1I4I,*SENATOR MERKLEY SAYS BERNANKE `IGNORED THE HOUSING BUBBLE',2010-01-28 18:52:18.692000+00:00,0,,-1,,,-2,,,,90,100,80,100,100,90,100,100,75,1
162,162,1619,KX6F5O0S8Z62,*FED SAYS FEWER BANKS TIGHTENED STANDARDS FOR LOANS LAST QUARTER,2010-02-01 19:00:00+00:00,0,,,1,,,,,,,,,,,,,,,1
163,163,,KXBZIH1A1I4I,*HOENIG SAYS RISING BUDGET DEFICIT PUSHES UP REAL INTEREST RATES,2010-02-04 19:01:29.929000+00:00,1,,-1,1,,,,,0,85,100,65,60,100,100,100,100,75,1
164,164,,KYCPO11A1I51,*BERNANKE SAYS FINANCIAL-MARKET IMPROVEMENT CONTINUES,2010-02-24 15:00:01.645000+00:00,0,,,1,,,,,,95,100,100,90,100,100,100,100,70,1
165,165,553,KXDQJN1A1I4K,*BERNANKE TO TESTIFY BEFORE HOUSE COMMITTEE ON FEB. 10,2010-02-05 17:42:59.797000+00:00,0,,,,,,,,,90,100,100,100,100,100,100,100,100,1
166,166,,KYGGV50WGOI8,*DUDLEY SAYS FED FUNDS RATE INSUFFICIENT MONETARY POLICY GAUGE,2010-02-26 15:45:00.002000+00:00,1,,,,,,,,0,95,100,100,100,100,100,100,100,80,1
168,168,1475,KXY3BJ0WGOI1,*KOCHERLAKOTA SAYS `NEWS IS MOSTLY GOOD ON INFLATION FRONT',2010-02-16 17:45:00.003000+00:00,1,,,,,,,1,-1,,,,,,,,,,1
171,171,3,KY2F2E1A1I4I,*LOCKHART SAYS BUDGET DEFICITS WON'T CREATE CRISIS IN NEAR TERM,2010-02-19 01:35:02.518000+00:00,1,,1,1,,,,-1,0,80,95,75,65,95,95,95,65,70,1
172,172,110,KY2H4X1A1I4I,*BULLARD SAYS IMPROVING ECONOMY WILL HELP COMMERCIAL REAL ESTATE,2010-02-19 02:19:45.306000+00:00,0,,1,,,1,,,,90,100,85,79,69,88,100,100,76,1
174,174,331,KYEV2O1A1I4I,*BULLARD SAYS U.S. NEEDS `CREDIBLE PLAN' FOR LIMITING DEFICITS,2010-02-25 18:52:00.424000+00:00,0,,-1,,,,,-1,,85,100,80,100,100,100,100,70,75,1
175,175,359,KYENRU1A1I4I,*BERNANKE SAYS SMALL BANKS `CRITICAL' TO U.S. RECOVERY,2010-02-25 16:14:18.075000+00:00,0,,1,0,,,,,,85,100,80,70,100,100,100,100,70,1
176,176,446,KYEWSK1A1I4I,*FED'S DUKE SAYS FULL BANK INDUSTRY RECOVERY `WILL TAKE TIME',2010-02-25 19:29:08.992000+00:00,1,,,-1,,,,,-1,90,100,100,96,100,100,100,100,100,1
178,178,6547,KYGRSS1A1I4J,*TARULLO SAYS VOLCKER RULE ISN'T SOLE ANSWER TO REDUCING RISK,2010-02-26 19:36:28.985000+00:00,0,,,,,,,,,,,,,,,,,,1
179,179,18,KYGFFV1A1I4I,*MISHKIN SAYS FED'S MONETARY POLICY NEEDS TO BE `ACCOMMODATIVE',2010-02-26 15:09:31.757000+00:00,1,,,,,,,,-2,95,100,60,60,70,100,100,100,90,1
180,180,79,KYGK6U1A1I4I,*EVANS SAYS RATES WILL BE LOW FOR A `EXTENDED PERIOD OF TIME' C,2010-02-26 16:52:06.392000+00:00,1,,0,0,0,,,1,-2,98,100,85,79,81,100,100,90,92,1
182,182,173,KYM26Z1A1I4J,*LACKER: FED HAS `MORE MOVING PARTS' TO HANDLE IN EXIT STRATEGY,2010-03-01 16:08:59.240000+00:00,1,,1,1,,,,,0,90,95,75,85,95,95,95,95,80,1
183,183,862,KYM2Y41A1I4J,*LACKER SEES NO TENSION BETWEEN FED BOARD AND REGIONAL BANKS,2010-03-01 16:25:16.485000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
184,184,106,KYM23X1A1I4I,*LACKER SAYS FOMC `EXTENDED PERIOD' LANGUAGE IS `APPROPRIATE',2010-03-01 16:07:09.890000+00:00,1,,,,,,,,0,92,100,86,85,90,100,100,99,75,1
185,185,,KYM20I1A1I4I,*LACKER SAYS EXPORT DEMAND HAS BEEN `A STRONG SPOT',2010-03-01 16:05:06.752000+00:00,0,2,,,,,,,,90,90,100,100,100,100,100,100,70,1
186,186,,KZBOCO0WGOHZ,"*U.S. EMPIRE STATE FACTORY INDEX AT 22.9 IN MARCH, FED SAYS",2010-03-15 12:30:00+00:00,0,,,,,,,,,80,100,70,100,100,100,100,100,70,1
187,187,1712,KYO5X41A1I4J,*HOENIG: FED MUST HAVE 'INDEPENDENT ROLE:' CNBC,2010-03-02 19:24:40.731000+00:00,0,,,,,,,,,,,,,,,,,,1
188,188,,KYPGVD1A1I4H,"*DALLAS FED'S FISHER SEES 'TEPID' RECOVERY, NOT DOUBLE DIP",2010-03-03 12:18:49.595000+00:00,1,,-1,,,,,,-1,85,100,80,100,100,100,100,100,80,1
189,189,292,KYRZ111A1I4T,*BULLARD SAYS FED'S CONSUMER PROTECTION EFFORTS HAVE IMPROVED,2010-03-04 20:46:13.784000+00:00,0,,0,,1,,,,,85,100,100,100,80,100,100,100,70,1
190,190,,KYMC0F1A1I4J,"*OBAMA WANTS SOMEONE CONFIRMED BEFORE KOHN LEAVES, GIBBS SAYS",2010-03-01 19:41:03.774000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
191,191,762,KYYWDD0THXDZ,*FED SAYS NO INFERENCES SHOULD BE DRAWN ABOUT MONETARY POLICY,2010-03-08 15:00:00.003000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
192,192,584,KZ4Z951A1I4O,*DUDLEY SAYS REDUCING FED BANK SUPERVISION WOULD BE MISTAKE,2010-03-11 21:19:53.157000+00:00,0,,,,,,,,,90,100,100,100,100,100,100,100,100,1
195,195,552,KZG7HM1A1I4I,*FISHER SAYS FED IS `AWARE OF RISKS OUT THERE',2010-03-17 22:51:22.973000+00:00,1,,-1,-1,,,,,0,80,90,82,75,90,90,90,90,85,1
197,197,489,KZHA4Y0S8Z6G,"*HOENIG: FED SHOULD BE SUPERVISOR OF REGIONAL, COMMUNITY BANKS",2010-03-18 13:00:00.008000+00:00,0,,,,,,,,,90,100,100,100,100,100,100,100,100,1
198,198,819,KZHBEB1A1I4J,*PIANALTO SAYS FED NEEDS `TO STAY INVOLVED' IN SUPERVISION,2010-03-18 13:13:23.504000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
200,200,922,KZQGZZ1A1I4I,*FED'S PLOSSER SAYS RULES SHOULD ENCOURAGE MKT DISCIPLINE,2010-03-23 11:52:47.975000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
201,201,305,KZUFSQ1A1I4I,"*BERNANKE SEES NEED FOR HIGHER CAPITAL, LOWER LEVERAGE",2010-03-25 15:17:14.090000+00:00,0,,,,,,,,,85,100,100,100,100,100,100,100,100,1
202,202,513,KZUEUT1A1I4I,*BERNANKE SEES DROP IN DEMAND FOR CREDIT FROM SMALL BUSINESSES,2010-03-25 14:56:53.050000+00:00,1,,-1,-1,-1,,,,-1,95,100,80,75,85,100,100,100,70,1
204,204,791,KZWCFH1A1I4I,*WARSH SAYS FED HAS TO MAINTAIN ITS `HARD-EARNED CREDIBILITY',2010-03-26 15:59:41.321000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
205,205,1762,L0321B1A1I4H,*EVANS SAYS FED WILL NEED TO STERILIZE EXCESS RESERVES,2010-03-30 06:58:23.350000+00:00,0,,,,,,,,,,,,,,,,,,1
206,206,260,L0343M1A1I4J,*FED'S EVANS SAYS EXTENDED PERIOD MEANS ABOUT 6 MONTHS,2010-03-30 07:42:58.934000+00:00,1,,0,0,,,,,0,85,100,60,60,100,100,100,100,70,1
207,207,20,L0348D1A1I4J,*CHICAGO FED'S EVANS SEES WEAK CONSTRUCTION GROWTH      :USD% US,2010-03-30 07:45:49.557000+00:00,1,,-1,,,-1,,,-1,85,100,70,100,80,90,100,100,80,1
208,208,,L14QZ60S8Z6G,*FED'S KOHN CALLS FOR IMPROVED ANALYSIS OF FINANCIAL DATA,2010-04-19 16:00:00.001000+00:00,0,,,,,,,,,75,100,100,60,100,100,100,100,60,1
209,209,,L0INRQ0S8Z6T,*BERNANKE SAYS U.S. ECONOMIC CHALLENGES `DAUNTING INDEED',2010-04-07 17:30:00.004000+00:00,1,,-2,,,,,,-1,90,100,85,100,100,100,100,100,70,1
210,210,654,L0GSDX0S8Z6J,*KOCHERLAKOTA SAYS UNEMPLOYMENT OUTLOOK `NOT PROMISING',2010-04-06 16:58:39.460000+00:00,1,,-1,,,,-2,,-1,90,100,85,90,80,100,95,90,82,1
211,211,9,L0GOEQ1A1I4H,*DALLAS FED'S FISHER SEES NO PRICE PRESSURES: WSJ ON BRIEFING,2010-04-06 15:30:26.631000+00:00,1,,,,,,,2,0,90,100,95,95,90,95,95,90,70,1
212,212,1017,L0IPWK0S8Z64,*HOENIG SAYS ECONOMIC OUTLOOK IS `GENERALLY GOOD',2010-04-07 18:00:00.006000+00:00,1,,1,,,,,,1,90,100,95,100,100,100,100,100,85,1
213,213,,L0VNFS0S8Z65,*FED SAYS ST. LOUIS ONLY DISTRICT REPORTING `SOFTENED' ECONOMY,2010-04-14 18:00:00.002000+00:00,0,,-1,,,,,,,85,100,75,100,100,100,100,100,70,1
216,216,,L0X2ZE0FLV5Z,"*U.S. EMPIRE STATE FACTORY INDEX AT 31.9 IN APRIL, FED SAYS",2010-04-15 12:30:00+00:00,0,,1,,,,,,,95,100,85,100,100,100,100,100,75,1
217,217,335,L0MN6S1A1I4I,*DUDLEY TELLS NPR FED MUST BE `MORE PROACTIVE' ON ASSET BUBBLES,2010-04-09 20:49:40.710000+00:00,1,,,1,,,,,0,85,100,80,95,100,100,100,100,80,1
218,218,605,L0U8DK0S8Z5S,*LACKER SAYS LABOR MARKET MAY BE `LIFTING ITSELF OFF THE FLOOR',2010-04-13 23:15:00.007000+00:00,1,,,,,,1,,1,90,100,85,95,90,100,92,100,80,1
219,219,351,L0VJC01A1I4I,*BERNANKE SAYS PRODUCTIVITY GROWTH LIKELY TO SLOW,2010-04-14 16:04:48.121000+00:00,1,,-1,,,,1,1,0,85,100,80,70,70,100,65,70,60,1
220,220,222,L0VNFS0S8Z6E,"*FED SAYS BANKING, FINANCE `MIXED IN A NUMBER OF DISTRICTS'",2010-04-14 18:00:00.005000+00:00,0,,-1,-1,,,,,,90,95,89,92,90,90,90,90,85,1
221,221,280,L0VG4W1A1I4K,*BERNANKE SAYS `CREDIT IS SOMEWHAT TIGHTER' AND WILL BE SO,2010-04-14 14:55:45.008000+00:00,1,,-1,-2,-1,,,,1,95,100,90,95,85,100,100,100,90,1
223,223,,L152LU0S8Z60,*FED'S DUKE SAYS EMPLOYERS MAY `ADD JOBS CAUTIOUSLY',2010-04-19 20:00:00.004000+00:00,1,,0,,,,1,,0,90,100,70,100,100,100,85,100,75,1
224,224,181,L0XTDK1A1I4I,*CORRECT: LACKER SAYS TOO SOON TO SAY IF CLAIMS RISE A TREND,2010-04-15 21:36:56.497000+00:00,1,,0,,,,-1,,0,85,100,75,100,100,100,80,100,70,1
225,225,,L07T001A1I4O,*BULLARD SAYS HOUSING MOST LIKELY STABLE AT THESE LOW LEVELS,2010-04-01 20:31:12.777000+00:00,1,,0,,,0,,,0,90,100,70,100,100,80,100,100,80,1
227,227,,L0ZCCD1A1I4I,*HOENIG SAYS `THE TURF I WANT TO PROTECT IS MAIN STREET',2010-04-16 17:24:13.955000+00:00,0,,,,,,,,,85,100,75,100,75,100,100,100,70,1
230,230,,L15GHL1A1I4I,*EVANS SAYS MOST RECENT DATA HAS BEEN SURPRISINGLY STRONG,2010-04-20 00:39:21.726000+00:00,1,,,,,,1,,1,85,100,60,100,100,100,60,100,65,1
234,234,917,L1T8641A1I4I,*BUFFETT SAYS BERNANKE IS HIS CHOICE TO DECIDE RATES   :BRK/A US,2010-05-02 20:42:04.199000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
235,235,,L280S40WGOJ2,*FED SAYS FIRST TDF OFFERING TO BE HELD IN MID-JUNE,2010-05-10 20:30:00.014000+00:00,0,,,,,,,,,60,100,100,100,100,100,100,100,60,1
236,236,931,L20IDJ1A1I4I,*EVANS SAYS HE EXPECTS 3.5 PERCENT GROWTH THIS YEAR,2010-05-06 19:05:43.866000+00:00,1,,1,,,,,,0,95,100,90,100,100,100,100,100,80,1
237,237,,L2BEBG1A1I4I,*U.S. FED'S LOCKHART SAYS GREEK CRISIS IS A `WAKEUP CALL',2010-05-12 16:11:40.428000+00:00,1,-1,,,,,,,-1,90,80,100,90,100,100,100,100,60,1
238,238,1,L26JH31A1I4J,"*SWAP ARRANGEMENTS AUTHORIZED THROUGH JANUARY 2011, FED SAYS",2010-05-10 01:15:03.181000+00:00,0,,,,,,,,,75,65,85,80,90,90,90,90,70,1
239,239,,L1Z0K01A1I4I,*ROSENGREN SAYS IMPROVEMENTS ARE AT `LARGE' BANK INSTITUTIONS,2010-05-05 23:43:12.479000+00:00,0,,,,,,,,,90,100,75,80,100,100,100,100,70,1
240,240,,L2ZEGH1A1I4J,*BULLARD SAYS RUNS ON NON-BANK FINANCIAL FIRMS TO BE PROBLEM,2010-05-25 15:17:05.206000+00:00,1,,,-1,,,,,-1,90,100,90,85,100,100,100,100,80,1
241,241,,L2QG971A1I4J,*TARULLO SAYS `INFLATION IS EXTREMELY SUBDUED',2010-05-20 19:17:31.609000+00:00,1,,,,,,,2,-1,95,100,100,100,100,100,100,90,85,1
242,242,,L2DBKF1A1I4I,*BERNANKE: FED `SENSITIVE' BANK EXAMS MAY DISCOURAGE LENDING,2010-05-13 17:07:27.467000+00:00,0,,,,,,,,,85,100,100,100,100,100,100,100,100,1
245,245,113,L2F8ZO1A1I4J,*EVANS SAYS `LOOKING VERY CAREFULLY' ON U.S. EXPOSURE IN EU,2010-05-14 18:07:00.487000+00:00,1,1,,0,,,,,0,90,95,85,80,98,100,99,98,80,1
246,246,642,L2KCAW0FLV69,"*U.S. EMPIRE STATE FACTORY INDEX AT 19.1 IN MAY, FED SAYS",2010-05-17 12:30:00+00:00,0,,1,,,,,,,90,100,85,100,100,100,100,100,75,1
249,249,100,L2SIEH0S8Z6C,*DUDLEY SAYS FED WANTS TO DO `ALL WE CAN TO SUPPORT' JOB GROWTH,2010-05-21 23:00:00.004000+00:00,1,,,,,,2,,-1,90,100,70,100,100,100,95,100,90,1
250,250,84,L2RL2M1A1I4H,*FED'S KOHN SAYS EXIT TOOLS ARE VERY IMPORTANT,2010-05-21 09:59:10.473000+00:00,0,,,,,,,,,90,100,100,100,100,100,100,100,100,1
251,251,517,L2WG7F1A1I4I,"*FEDERAL RESERVE'S BERNANKE MET WITH WANG QISHAN, XINHUA SAYS",2010-05-24 01:02:03.505000+00:00,0,,,,,,,,,90,100,100,100,100,100,100,100,100,1
252,252,,L2ZHZE1A1I4J,*BULLARD SAYS FED QE PROGRAM HAS BEEN `VERY SUCCESSFUL',2010-05-25 16:33:14.974000+00:00,1,,2,2,,,,,0,90,100,85,85,100,100,100,100,80,1
255,255,1416,L39HKB1A1I4K,*FED'S PLOSSER SAYS RECENT DOLLAR RISE REFLECTS FLIGHT TO SAFETY,2010-05-31 02:00:11.735000+00:00,1,-1,,,,,,,-1,,,,,,,,,,1
256,256,105,L39GXX1A1I4I,*EVANS SAYS U.S. EXPORTS WILL BE LESS THAN INITIALLY EXPECTED,2010-05-31 01:46:45.234000+00:00,1,-1,-1,,,,,,-1,95,90,85,100,100,100,100,100,80,1
257,257,150,L3G7KM0WGOI0,*HOENIG SAYS `PROCESS OF JOB CREATION IS NOW TAKING HOLD',2010-06-03 17:15:00.002000+00:00,1,,,,,,2,,1,95,100,70,100,100,100,90,100,80,1
258,258,1404,L3FXP21A1I4O,*LOCKHART SAYS EUROPE CRISIS 'IS A RISK FACTOR',2010-06-03 13:34:14.554000+00:00,1,-1,-1,,,,,,-1,,,,,,,,,,1
259,259,,L421ID0THXCF,"*U.S. EMPIRE STATE FACTORY INDEX AT 19.6 IN JUNE, FED SAYS",2010-06-15 12:30:00+00:00,0,,0,,,,,,,60,100,50,100,100,100,100,70,50,1
260,260,190,L3O6C31A1I4I,*BERNANKE SAYS BANKS DON'T WANT TO HAVE GOVT MONEY ANYMORE,2010-06-08 00:21:39.210000+00:00,0,,,,,,,,,85,100,100,100,100,100,100,100,100,1
261,261,237,L3O7TW1A1I4I,"*BERNANKE SAYS U.S., CHINA FORMING A `WORKING RELATIONSHIP'",2010-06-08 00:53:56.982000+00:00,0,,,,,,,,,85,100,100,100,100,100,100,100,100,1
262,262,1303,L3R4HP1A1I4I,*BERNANKE SAYS DOUBLE-DIP RECESSION CAN'T BE ENTIRELY RULED OUT,2010-06-09 14:34:37.076000+00:00,1,,-2,,,,,,-1,,,,,,,,,,1
264,264,112,L3RCSZ0S8Z67,*FED SAYS CONSUMER SPENDING CONCENTRATED ON NECESSITIES,2010-06-09 18:00:00.006000+00:00,1,,-1,,-1,,,,0,95,100,85,100,95,100,100,100,90,1
265,265,,L42BBF1A1I4I,*FED SAYS $1.15 BLN OF TERM DEPOSITS SOLD IN AUCTION,2010-06-15 15:35:39.923000+00:00,0,,,,,,,,,80,100,100,100,100,100,100,100,70,1
267,267,,L3R2BZ0WGOIU,*BERNANKE TESTIFIES TO HOUSE BUDGET COMMITTEE IN WASHINGTON,2010-06-09 14:00:00.013000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
268,268,1023,L3TM9S0S8Z5U,*FED'S PLOSSER SAYS U.S. RECOVERY BECOMING `MORE BROAD-BASED',2010-06-11 12:20:00.001000+00:00,1,,2,,,,,,0,90,100,95,80,75,80,80,90,85,1
269,269,,L3T3OE1A1I4I,"*INTERNATIONAL INVESTORS HELD $72 BLN OF MUNIS 1ST QTR, FED SAYS",2010-06-10 16:12:14.391000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
270,270,,L42BDX1A1I4I,*FED SAYS BID-TO-COVER RATIO OF COMPETITIVE BIDS WAS 6.14,2010-06-15 15:37:09.176000+00:00,0,,,,,,,,,90,100,100,100,100,100,100,100,100,1
273,273,1459,L4HC2E1A1I52,"*FED SAYS HOUSEHOLD SPENDING RISING, STILL CONSTRAINED",2010-06-23 18:15:50.794000+00:00,1,,,,1,,,,0,,,,,,,,,,1
274,274,41,L4HC2E3T6SQW,*FED SAYS LABOR MARKET IS IMPROVING `GRADUALLY',2010-06-23 18:15:50.741000+00:00,1,,,,,,1,,0,95,100,55,90,60,100,85,90,70,1
276,276,960,L4TVOI1A1I57,*DUKE SAYS BANK LENDING HAS `FALLEN SIGNIFICANTLY',2010-06-30 12:50:42.605000+00:00,1,,-2,-2,,,,,-1,95,100,90,85,100,100,100,100,85,1
277,277,,L4U7M40WGOI2,*LOCKHART SAYS POLICY ADJUSTMENT `WILL BE NEEDED EVENTUALLY',2010-06-30 17:30:00.002000+00:00,1,,,,,,,,1,85,100,100,100,100,100,100,100,70,1
278,278,,L6C5YN0S8Z6N,"*FED SAYS BEAR STEARNS, AIG ASSETS ROSE 3% TO $69.1 BLN",2010-07-29 20:30:00.005000+00:00,0,,,,,,,,,95,100,75,90,100,100,100,100,70,1
279,279,,L5LMHN0WGOI3,"*U.S. EMPIRE STATE FACTORY INDEX FELL TO 5.1 IN JULY, FED SAYS",2010-07-15 12:30:00.014000+00:00,0,,-1,,,,,,,90,100,90,100,100,100,90,100,80,1
280,280,,L5KD741A1I4J,*SENATE BANKING COMMITTEE ANNOUNCES BERNANKE'S PLAN TO TESTIFY,2010-07-14 20:06:40.339000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
281,281,,L5M5CU0S8Z5Z,*BERNANKE SAYS NEW RULES TO HELP PREVENT `REPLAY' OF CRISIS,2010-07-15 19:15:00.001000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
282,282,,L5UZZ90S8Z6B,*TARULLO SAYS OTHER NATIONS MAY NOT ADOPT SOME DODD-FRANK RULES,2010-07-20 14:00:00.012000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
285,285,1333,L5X7XF1A1I4I,*BERNANKE SAYS RISING U.S. DEBT ISN'T SUSTAINABLE OVER TIME,2010-07-21 18:41:39.711000+00:00,0,,-1,,,,,,,,,,,,,,,,1
286,286,1496,L5X58P0HBO5T,*BERNANKE: FED SEES `SUBDUED INFLATION' OVER NEXT SEVERAL YEARS,2010-07-21 18:00:00.014000+00:00,1,,,,,,,1,-1,,,,,,,,,,1
287,287,186,L5YR831A1I4I,*BERNANKE SAYS FED CLOSELY MONITORS BANKS' INTEREST RATE RISK,2010-07-22 14:36:03.046000+00:00,0,,,,,,,,,85,100,100,100,100,100,100,100,100,1
288,288,1019,L5YUD51A1I4L,*BERNANKE TESTIMONY SUSPENDED FOR BREAK OF ABOUT 20 MINUTES,2010-07-22 15:43:53.405000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
290,290,1553,L66J0M1A1I4I,*PLOSSER SAYS `SUSTAINED DEFLATION' IS NOT A PROBLEM NOW,2010-07-26 19:19:34.423000+00:00,1,,1,,,,,2,0,,,,,,,,,,1
291,291,1439,L6A3K60S8Z6A,*FED SAYS LABOR MARKETS `IMPROVED MODESTLY' ACROSS REGIONS,2010-07-28 18:00:00.012000+00:00,1,,,,,,1,,0,,,,,,,,,,1
295,295,156,L6J3E41A1I4I,*BERNANKE SAYS CONSUMER SPENDING MAY `PICK UP' ON WAGE GAINS,2010-08-02 14:10:52.237000+00:00,1,,,,1,,1,0,1,95,100,70,100,85,100,80,75,70,1
296,296,,L7TDLT1A1I4I,*TREASURIES REMAIN LOWER ON ASSESSMENT FROM FED'S BERNANKE,2010-08-27 14:01:05.338000+00:00,0,,,,,,,,,80,100,100,100,100,100,100,100,70,1
297,297,816,L6Y80U3T6SQW,*FED SAYS BANK LENDING `CONTINUED TO CONTRACT',2010-08-10 18:14:54.662000+00:00,1,,-1,-2,-1,,,,-1,90,100,90,95,85,100,100,100,85,1
298,298,,L71P7I1A1I4I,*MISHKIN SAYS EFFECTIVENESS OF RECENT FED ACTION IS UNCLEAR,2010-08-12 15:18:54.927000+00:00,1,,,,,,,,0,70,95,85,85,85,95,95,95,65,1
299,299,,L78V1I0WGOI0,"*U.S. EMPIRE STATE FACTORY INDEX AT 7.1 IN AUGUST, FED SAYS",2010-08-16 12:30:00+00:00,0,,,,,,,,,90,100,80,100,100,100,100,100,75,1
300,300,,L7COZ10WGOIJ,"*N.Y. FED SAYS GOLDMAN SACHS, BANK OF AMERICA AMONG 14 FIRMS",2010-08-18 14:00:00.008000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
301,301,138,L7BE351A1I4I,*PLOSSER SAYS HE DOESN'T FAVOR INCREASING TAXES NOW,2010-08-17 20:54:41.434000+00:00,0,,,,,,,,,80,100,100,100,100,100,100,100,100,1
